commodity,n
93,29
94,29
95,29
96,29
97,29
98,29
99,29
100,29
101,29
102,29
103,29
262,29
263,29
264,29
4856,29
413,29
414,29
415,29
416,29
4862,29
418,29
4861,29
4860,29
421,29
422,29
4857,29
4855,29
411,29
4854,29
4853,29
4852,29
431,29
432,29
433,29
434,29
435,29
436,29
437,29
438,29
412,29
410,29
4873,29
4865,29
4871,29
4870,29
4869,29
4868,29
4867,29
388,29
390,29
4866,29
392,29
393,29
394,29
396,29
409,29
397,29
4864,29
399,29
400,29
401,29
402,29
4863,29
405,29
406,29
407,29
408,29
439,29
4851,29
4850,29
490,29
478,29
479,29
480,29
481,29
482,29
483,29
484,29
485,29
487,29
488,29
489,29
491,29
4849,29
492,29
493,29
4833,29
4832,29
496,29
497,29
498,29
499,29
4831,29
4830,29
4829,29
476,29
474,29
473,29
4834,29
443,29
444,29
445,29
447,29
4848,29
4847,29
4845,29
4844,29
4843,29
454,29
457,29
458,29
4836,29
460,29
462,29
4835,29
465,29
466,29
467,29
468,29
469,29
470,29
471,29
4872,29
4874,29
265,29
308,29
297,29
298,29
299,29
300,29
301,29
4888,29
4887,29
4886,29
305,29
306,29
307,29
309,29
295,29
310,29
311,29
312,29
313,29
314,29
315,29
316,29
317,29
318,29
319,29
320,29
296,29
294,29
379,29
277,29
266,29
267,29
268,29
269,29
270,29
271,29
272,29
273,29
274,29
275,29
276,29
4891,29
293,29
279,29
280,29
4890,29
283,29
284,29
4889,29
287,29
289,29
290,29
291,29
292,29
321,29
322,29
323,29
366,29
4876,29
354,29
355,29
356,29
357,29
358,29
361,29
4875,29
363,29
364,29
365,29
367,29
324,29
368,29
369,29
370,29
371,29
372,29
373,29
374,29
375,29
376,29
377,29
378,29
352,29
4877,29
350,29
349,29
325,29
326,29
327,29
328,29
329,29
330,29
331,29
332,29
4885,29
4884,29
4883,29
4882,29
4881,29
4880,29
339,29
340,29
4879,29
342,29
343,29
345,29
346,29
347,29
4878,29
4733,29
926,29
4731,29
1516,29
1505,29
1506,29
1507,29
1508,29
1509,29
1510,29
1511,29
1512,29
1513,29
1514,29
1515,29
1517,29
1531,29
1518,29
1519,29
1520,29
1521,29
1522,29
1523,29
1524,29
1525,29
1526,29
1528,29
1529,29
1504,29
1503,29
1502,29
1501,29
1477,29
1478,29
1479,29
1480,29
1481,29
1482,29
1483,29
1484,29
1485,29
1486,29
1487,29
1489,29
4640,29
1491,29
1492,29
1493,29
1494,29
1495,29
1496,29
1497,29
1498,29
1499,29
1500,29
1530,29
1532,29
1475,29
1576,29
1564,29
1565,29
1566,29
1567,29
1569,29
1570,29
4631,29
1572,29
1573,29
1574,29
1575,29
1577,29
1533,29
1578,29
1579,29
1580,29
1581,29
1582,29
1583,29
1584,29
1585,29
1586,29
1587,29
1588,29
1563,29
1562,29
1561,29
1558,29
1534,29
1536,29
1537,29
1538,29
1539,29
1540,29
4639,29
4638,29
4637,29
4636,29
4635,29
4634,29
4632,29
1548,29
1549,29
1550,29
1551,29
1552,29
1553,29
1554,29
1555,29
1556,29
1557,29
1476,29
1474,29
1591,29
1406,29
1395,29
1396,29
1397,29
1398,29
1399,29
1400,29
1401,29
1402,29
1403,29
1404,29
1405,29
1407,29
1420,29
1408,29
1409,29
1410,29
1411,29
1412,29
1413,29
1414,29
1415,29
1416,29
1417,29
1418,29
1394,29
1393,29
1392,29
1391,29
1368,29
1369,29
4653,29
1371,29
1372,29
1373,29
1374,29
1375,29
1376,29
1377,29
1378,29
1379,29
1380,29
1381,29
1382,29
1383,29
1384,29
4652,29
4651,29
4650,29
1388,29
1389,29
1390,29
1419,29
1421,29
1473,29
1460,29
1449,29
1450,29
1451,29
1452,29
1453,29
1454,29
1455,29
1456,29
1457,29
1458,29
1459,29
1461,29
1422,29
4646,29
4645,29
4644,29
4643,29
4642,29
4641,29
1468,29
1469,29
1470,29
1471,29
1472,29
1448,29
1447,29
1446,29
1445,29
1423,29
1424,29
1425,29
1426,29
1427,29
4730,29
1428,29
1429,29
1430,29
4649,29
4648,29
4647,29
1434,29
1435,29
1436,29
1437,29
1438,29
1439,29
1440,29
1441,29
1442,29
1443,29
1444,29
1590,29
1592,29
1364,29
1748,29
1736,29
1737,29
1738,29
1739,29
1740,29
1742,29
1743,29
1744,29
1745,29
1746,29
1747,29
1749,29
4622,29
1751,29
1752,29
1753,29
1754,29
1755,29
1756,29
1757,29
1758,29
1759,29
1760,29
1761,29
1735,29
1734,29
1733,29
1732,29
1709,29
1710,29
1711,29
1712,29
1713,29
1714,29
1715,29
1716,29
1717,29
1718,29
1719,29
1720,29
1721,29
1722,29
1723,29
1724,29
4625,29
4624,29
4623,29
1728,29
1729,29
1730,29
1731,29
1762,29
1764,29
1707,29
1809,29
4620,29
1799,29
1800,29
1801,29
4619,29
1803,29
4618,29
1805,29
1806,29
1807,29
1808,29
1810,29
1765,29
4617,29
1812,29
4616,29
4615,29
4614,29
4613,29
4610,29
4609,29
4608,29
4607,29
4603,29
1795,29
4621,29
1790,29
1789,29
1766,29
1767,29
1768,29
1769,29
1770,29
1771,29
1772,29
1773,29
1774,29
1775,29
1776,29
1777,29
1778,29
1779,29
1780,29
1781,29
1782,29
1783,29
1784,29
1785,29
1786,29
1787,29
1788,29
1708,29
1706,29
1593,29
1633,29
1622,29
1623,29
1624,29
1625,29
1626,29
1627,29
1628,29
1629,29
1630,29
1631,29
1632,29
1634,29
1648,29
1635,29
1637,29
1638,29
1639,29
1640,29
1641,29
1642,29
1643,29
1644,29
1645,29
1646,29
1621,29
1620,29
4626,29
1618,29
1594,29
1595,29
1596,29
1597,29
1598,29
1599,29
1600,29
4630,29
4629,29
4628,29
4627,29
1605,29
1606,29
1607,29
1609,29
1610,29
1611,29
1612,29
1613,29
1614,29
1615,29
1616,29
1617,29
1647,29
1649,29
1705,29
1690,29
1678,29
1680,29
1681,29
1682,29
1683,29
1684,29
1685,29
1686,29
1687,29
1688,29
1689,29
1691,29
1650,29
1692,29
1693,29
1694,29
1696,29
1697,29
1699,29
1700,29
1701,29
1702,29
1703,29
1704,29
1677,29
1676,29
1675,29
1674,29
1651,29
1652,29
1653,29
1654,29
1655,29
1656,29
1657,29
1658,29
1659,29
1660,29
1661,29
1662,29
1663,29
1664,29
1665,29
1666,29
1667,29
1668,29
1669,29
1670,29
1671,29
1672,29
1673,29
1366,29
4219,29
1056,29
1216,29
1209,29
1210,29
1211,29
1212,29
1213,29
1073,29
4702,29
1214,29
1071,29
1215,29
1217,29
1190,29
1218,29
1219,29
1220,29
1221,29
1222,29
1070,29
1069,29
1224,29
1225,29
1068,29
1074,29
1208,29
1075,29
1076,29
1084,29
1083,29
1193,29
1082,29
1194,29
1196,29
1197,29
1198,29
1199,29
1200,29
1201,29
1081,29
1202,29
1080,29
1363,29
1079,29
4695,29
1205,29
1078,29
1206,29
1077,29
1226,29
1227,29
1228,29
1057,29
1055,29
1054,29
1053,29
1244,29
1052,29
1245,29
1246,29
1247,29
1248,29
1249,29
1250,29
1251,29
1252,29
1253,29
1254,29
1255,29
1256,29
1051,29
1257,29
1258,29
1259,29
1109,29
1058,29
1229,29
1243,29
1230,29
1231,29
1232,29
1067,29
1233,29
1066,29
1234,29
1065,29
1235,29
1064,29
1237,29
1063,29
1238,29
1062,29
1239,29
1061,29
1240,29
1060,29
1241,29
1242,29
4703,29
1191,29
1189,29
1260,29
1139,29
1131,29
4700,29
1133,29
1134,29
1135,29
1136,29
1100,29
1099,29
1137,29
1138,29
1098,29
1188,29
1097,29
1140,29
1141,29
1142,29
1143,29
1144,29
1145,29
1146,29
1147,29
1148,29
1103,29
1104,29
1130,29
1129,29
1111,29
1112,29
1113,29
1108,29
1107,29
1114,29
1115,29
1116,29
1117,29
1106,29
1118,29
1119,29
1120,29
1121,29
1122,29
1123,29
1105,29
1125,29
1126,29
1127,29
1128,29
1149,29
1150,29
1151,29
4697,29
1172,29
1173,29
1090,29
1175,29
1176,29
1177,29
1089,29
1178,29
1179,29
1088,29
1180,29
1181,29
1182,29
1183,29
4701,29
1184,29
1086,29
1185,29
1186,29
1085,29
1187,29
4696,29
1169,29
1152,29
4698,29
1153,29
1154,29
1155,29
1156,29
1157,29
1158,29
1159,29
1160,29
1161,29
1162,29
1163,29
1096,29
1095,29
1094,29
1093,29
1164,29
1092,29
1165,29
1091,29
1166,29
4699,29
1049,29
1110,29
1261,29
4719,29
4675,29
4674,29
4718,29
4673,29
4672,29
4671,29
4670,29
4669,29
4720,29
4676,29
4721,29
4668,29
4667,29
4722,29
4666,29
4665,29
4664,29
4663,29
4717,29
4716,29
4661,29
4685,29
4710,29
4689,29
4711,29
4688,29
4687,29
4712,29
4713,29
4686,29
4684,29
4715,29
4683,29
4682,29
4681,29
4680,29
4679,29
4678,29
1262,29
4677,29
4662,29
4723,29
4709,29
1354,29
1348,29
1349,29
1350,29
4727,29
4728,29
1351,29
1352,29
1353,29
4729,29
4726,29
1355,29
1356,29
1357,29
1358,29
4656,29
4655,29
4654,29
1362,29
1347,29
1346,29
4724,29
1335,29
4660,29
4659,29
4658,29
4657,29
1332,29
1333,29
4725,29
1334,29
1336,29
1345,29
1337,29
1338,29
1339,29
1340,29
1341,29
1342,29
1343,29
1344,29
4690,29
4714,29
4705,29
1288,29
1278,29
4693,29
1048,29
4694,29
1047,29
1042,29
4707,29
1277,29
1276,29
1039,29
1275,29
1269,29
1274,29
1289,29
1040,29
1270,29
1292,29
1273,29
1041,29
1290,29
1271,29
1272,29
4692,29
1287,29
4704,29
4706,29
1281,29
1263,29
1282,29
1283,29
1264,29
4708,29
1284,29
1280,29
1285,29
1286,29
1265,29
1266,29
1291,29
1044,29
4691,29
1267,29
1036,29
1268,29
548,28
2378,28
3562,28
2156,28
224,28
17,28
2157,28
3126,28
541,28
3125,28
2576,28
2376,28
4530,28
3195,28
3143,28
3161,28
1367,28
2462,28
895,28
2454,28
79,28
176,28
4,28
179,28
2620,28
885,28
1124,28
1979,28
3176,28
2199,28
732,28
1984,28
699,28
3183,28
2593,28
964,28
200,28
1488,28
3574,28
1948,28
1101,28
73,28
686,28
13,28
3192,28
2362,28
3225,28
1881,28
501,28
500,28
1870,28
4490,28
2298,28
3088,28
646,28
1195,28
288,28
1559,28
1037,28
789,28
767,28
1854,28
655,28
2111,28
122,28
665,28
659,28
779,28
120,28
660,28
1797,28
477,28
2106,28
2105,28
2956,28
664,28
130,28
1192,28
2268,28
258,28
3223,28
1568,28
2662,28
1636,28
746,28
3524,28
359,28
2139,28
3235,28
2223,28
2393,28
3516,28
4525,28
922,28
4846,28
2274,28
3098,28
1874,28
3502,28
2539,28
62,28
1365,28
2980,28
2395,28
1952,27
1956,27
4406,27
1791,27
1930,27
1794,27
16,27
967,27
1004,27
1005,27
1851,27
1866,27
1876,27
943,27
77,27
1750,27
4605,27
2688,27
84,27
786,27
404,27
733,27
463,27
461,27
1279,27
424,27
3353,27
168,27
389,27
1527,27
785,27
739,27
2987,27
360,27
2136,27
344,27
4791,27
2093,27
2234,27
3291,27
3290,27
3288,27
3180,27
3186,27
2361,27
3189,27
3212,27
3213,27
539,27
3233,27
2400,27
2272,27
642,27
486,27
2414,27
3282,27
475,27
781,27
2275,27
807,27
1695,27
821,27
3563,27
282,27
3597,27
3513,27
1698,26
1293,26
42,26
3292,26
2242,26
2239,26
836,26
1871,26
2423,26
456,26
210,26
1204,26
446,26
66,26
70,26
71,26
1174,26
3169,26
3171,26
1798,26
169,26
3580,26
188,26
2595,26
1679,26
18,26
19,26
3224,26
3226,26
24,26
3568,26
1132,26
3173,26
3573,26
644,26
990,26
2453,26
3267,26
787,26
162,26
741,26
812,26
1236,26
803,26
2138,26
285,26
2159,26
734,26
4527,26
810,26
2163,26
770,26
1589,26
937,26
2095,26
85,26
1741,26
712,26
1050,26
1535,26
725,26
2092,26
206,25
989,25
3160,25
4604,25
2269,25
3572,25
800,25
1223,25
125,25
1560,25
2363,25
11,25
777,25
109,25
2107,25
118,25
3181,25
1207,25
455,25
4506,25
59,25
2167,25
834,25
2224,25
78,25
2238,25
2161,25
2464,25
67,25
2216,25
685,25
818,25
1792,25
3341,25
74,25
1608,25
2152,25
661,25
132,25
3000,25
4318,24
4752,24
4811,24
4987,24
4815,24
4528,24
4578,24
4450,24
4751,24
4452,24
4453,24
4750,24
4749,24
4858,24
2499,24
2893,24
195,24
778,24
773,24
753,24
710,24
709,24
616,24
508,24
2664,24
502,24
495,24
2713,24
459,24
2836,24
417,24
351,24
2938,24
334,24
333,24
286,24
278,24
3692,24
809,24
868,24
1009,24
2056,24
1763,24
1848,24
1542,24
1541,24
1965,24
2047,24
2048,24
2054,24
2055,24
1302,24
2266,24
1300,24
1299,24
1203,24
1167,24
1102,24
1072,24
1045,24
2162,24
2246,24
3691,24
2463,24
163,24
69,24
3450,24
3203,24
3211,24
31,24
3271,24
3222,24
3219,24
1303,23
1796,23
1304,23
2108,23
4582,23
4583,23
4585,23
4589,23
4814,23
1296,23
391,23
783,23
808,23
134,23
3174,23
72,23
1038,23
2165,23
2166,23
2240,23
2244,23
131,23
938,23
959,23
403,23
2564,23
204,23
1813,23
249,23
194,23
1725,23
2926,23
1544,23
1543,23
203,23
126,22
513,22
3456,22
2137,22
2057,22
3284,22
2135,22
670,22
3193,22
674,22
792,22
1847,22
1815,22
2227,22
2999,22
1960,22
1804,22
423,22
3145,22
1008,22
3286,22
464,22
3289,22
1955,22
3293,22
108,22
755,22
997,21
1802,21
2364,21
4483,21
4482,21
2357,21
302,21
3610,21
794,21
1006,21
2356,21
902,21
281,21
1619,21
2245,21
64,21
2247,21
4594,21
425,21
1987,21
380,21
15,21
1852,21
2565,21
2103,21
683,21
1944,21
341,21
1301,21
1873,21
4606,21
1811,20
2251,20
503,20
21,20
2146,20
362,20
199,20
1168,20
2287,20
3454,20
2,20
2109,20
1861,19
1920,19
4502,19
2256,19
2257,19
2258,19
4595,19
4580,19
4579,19
1919,19
2250,19
1817,19
1922,19
1923,19
1924,19
1925,19
1926,19
1849,19
3153,19
2259,19
2058,19
2059,19
1814,19
2061,19
2114,19
2062,19
1818,19
3626,19
4479,19
4478,19
2842,19
2841,19
2840,19
2839,19
2838,19
2837,19
3510,19
2723,19
2722,19
2721,19
2720,19
2719,19
2718,19
2716,19
2715,19
3509,19
2714,19
3508,19
3507,19
2894,19
2895,19
3570,19
3589,19
3003,19
3625,19
3001,19
2990,19
2947,19
2940,19
3624,19
2939,19
3588,19
2896,19
2929,19
2928,19
2927,19
3581,19
2900,19
2899,19
2898,19
2897,19
3506,19
3505,19
2609,19
4468,19
4458,19
4459,19
4460,19
4462,19
4463,19
4464,19
4466,19
4467,19
4469,19
4455,19
4470,19
4471,19
4472,19
4473,19
4474,19
4475,19
4476,19
4477,19
4456,19
4454,19
2566,19
2471,19
3065,19
2525,19
2524,19
2501,19
2500,19
2474,19
2473,19
3093,19
2470,19
2288,19
3452,19
2469,19
2468,19
2467,19
2360,19
3451,19
2290,19
2289,19
4465,19
1603,19
4760,19
837,19
4756,19
4757,19
4758,19
4759,19
4761,19
4762,19
771,19
4754,19
759,19
758,19
675,19
4816,19
4817,19
504,19
4755,19
4753,19
4838,19
1018,19
1025,19
1024,19
1023,19
1022,19
1020,19
1019,19
1017,19
1010,19
1016,19
1015,19
1014,19
1013,19
1012,19
1011,19
4837,19
4839,19
1087,19
4934,19
4928,19
4929,19
4930,19
4931,19
4932,19
4933,19
4935,19
170,19
4936,19
4937,19
4938,19
4939,19
25,19
4988,19
4927,19
183,19
4840,19
427,19
4841,19
4842,19
449,19
448,19
442,19
441,19
426,19
184,19
4859,19
382,19
338,19
336,19
335,19
250,19
1046,19
3298,19
1432,19
1490,19
1307,19
1309,19
1310,19
1311,19
1546,19
1313,19
1315,19
1316,19
1317,19
1601,19
1318,19
1602,19
1462,19
1545,19
1308,19
1464,19
1431,19
1298,19
1467,19
1360,19
1466,19
1465,19
1726,19
1463,19
1359,18
1385,18
1312,18
3623,18
494,18
2060,18
2475,18
752,18
830,18
2359,18
2466,18
1793,18
1961,18
1819,18
1170,18
2252,18
3190,18
1021,18
127,18
2063,18
1921,17
3504,17
817,17
34,17
1320,17
248,17
4997,17
2358,17
2261,17
3297,17
1370,17
1043,17
3571,17
1909,17
1314,17
760,16
420,16
1297,16
1917,16
2472,16
2717,16
196,16
1306,16
2563,16
3299,16
381,16
1321,16
348,16
2431,16
4486,16
2265,16
912,16
2263,16
804,16
2260,16
1816,16
4461,16
1319,16
4504,15
245,15
4586,15
4597,15
7,15
135,15
775,15
303,15
4633,15
757,15
242,15
174,15
1323,15
1959,15
3587,15
33,15
3004,14
386,14
1822,14
3155,14
385,14
3005,14
1823,14
3006,14
3511,14
3512,14
3002,14
1547,14
4989,14
28,14
253,14
137,14
139,14
4819,14
1026,14
1727,14
4488,14
2064,14
2065,14
2293,14
795,14
1942,14
1322,14
2067,14
2068,14
2069,14
2248,14
4813,14
2502,14
4457,14
1324,14
1325,14
430,14
1864,14
1031,14
451,14
4480,14
1030,14
1029,14
1027,14
506,14
617,14
2134,14
1820,13
1821,13
4485,13
1862,13
2070,13
58,13
1825,13
3295,13
3296,13
1007,13
1295,13
505,13
384,13
429,13
472,13
4451,13
671,13
754,13
751,13
844,12
244,12
247,12
3272,12
1326,12
1028,12
3294,12
353,12
1327,12
30,12
687,12
205,12
46,12
843,12
55,12
2253,12
4501,12
4500,12
833,12
2262,12
835,12
838,12
840,12
842,12
841,12
4998,12
3590,12
4027,11
3957,11
3956,11
3955,11
3954,11
845,11
3953,11
3952,11
3976,11
3951,11
3950,11
3949,11
839,11
3948,11
3947,11
3958,11
3959,11
3960,11
3961,11
3962,11
3963,11
3964,11
3965,11
3966,11
3967,11
3968,11
3969,11
3970,11
3971,11
3972,11
3973,11
3974,11
3946,11
3945,11
3944,11
3928,11
3914,11
3915,11
3916,11
3917,11
3918,11
3919,11
3920,11
3921,11
3922,11
3923,11
3924,11
3925,11
3926,11
3927,11
3929,11
3943,11
3930,11
3931,11
3932,11
814,11
3933,11
3934,11
3935,11
3936,11
3937,11
3938,11
3939,11
3940,11
3941,11
3942,11
3975,11
3978,11
3912,11
4029,11
4014,11
4015,11
4016,11
4017,11
4018,11
4019,11
4020,11
4021,11
4022,11
4023,11
4024,11
4025,11
4026,11
4028,11
4030,11
4012,11
4031,11
4032,11
4033,11
4034,11
4035,11
4037,11
4038,11
4039,11
4040,11
4041,11
4042,11
4043,11
4044,11
4045,11
4013,11
4011,11
3979,11
1171,11
3980,11
3981,11
3982,11
3983,11
3984,11
3985,11
3986,11
3989,11
3990,11
3991,11
3992,11
3993,11
3994,11
3995,11
3996,11
4010,11
1294,11
3997,11
3998,11
3999,11
4000,11
4001,11
4003,11
4004,11
4005,11
4006,11
1305,11
4007,11
4008,11
4009,11
3913,11
3911,11
1824,11
3827,11
3813,11
3814,11
3815,11
3816,11
3817,11
3818,11
3819,11
3820,11
3821,11
3822,11
3823,11
3824,11
3825,11
3826,11
3828,11
3811,11
3829,11
3830,11
3831,11
3832,11
3833,11
3834,11
3835,11
3836,11
3837,11
3838,11
3839,11
3840,11
3841,11
252,11
3812,11
3810,11
3910,11
44,11
3783,11
3784,11
3785,11
3786,11
3787,11
3788,11
3789,11
3790,11
3791,11
3792,11
3793,11
3794,11
3795,11
35,11
3796,11
3809,11
48,11
3797,11
3798,11
60,11
3799,11
3800,11
3801,11
3802,11
3803,11
3804,11
129,11
3805,11
3807,11
3808,11
3842,11
3843,11
3844,11
3894,11
3879,11
3880,11
3881,11
3882,11
3883,11
3884,11
3885,11
3886,11
3887,11
3888,11
3889,11
3890,11
3891,11
3892,11
3895,11
3845,11
3896,11
3897,11
3898,11
3900,11
4818,11
3901,11
3902,11
3903,11
3904,11
3905,11
3906,11
3907,11
3908,11
3909,11
3878,11
3877,11
3876,11
3875,11
3846,11
3847,11
3848,11
3849,11
3850,11
3851,11
3852,11
3853,11
3854,11
3855,11
3856,11
3857,11
3858,11
3859,11
3860,11
3861,11
3862,11
3863,11
3864,11
3865,11
3866,11
3867,11
3868,11
3869,11
3870,11
3871,11
3872,11
3873,11
3874,11
4046,11
3781,11
3770,11
3771,11
3756,11
3757,11
3758,11
3759,11
3762,11
3763,11
3764,11
3765,11
3766,11
3767,11
3768,11
3769,11
3772,11
3754,11
3773,11
3774,11
3775,11
3776,11
3777,11
3778,11
3779,11
3780,11
2101,11
1872,11
2264,11
1918,11
3755,11
3760,11
3753,11
3742,11
3736,11
3737,11
3752,11
3734,11
3738,11
3739,11
3733,11
3732,11
3740,11
3741,11
3744,11
3745,11
3746,11
3747,11
3782,11
3731,11
3007,11
3748,11
3749,11
3750,11
3751,11
3735,11
4487,10
4164,10
4175,10
4165,10
4167,10
4176,10
4177,10
4166,10
4174,10
4168,10
4169,10
4170,10
4171,10
4172,10
796,10
4173,10
4162,10
4163,10
4077,10
4161,10
4160,10
4145,10
4146,10
4147,10
2249,10
4148,10
4179,10
4150,10
4151,10
859,10
4152,10
4153,10
4154,10
4155,10
4156,10
4157,10
4158,10
4159,10
4178,10
4202,10
4180,10
761,10
4200,10
4201,10
4143,10
2292,10
4203,10
4204,10
4205,10
4206,10
452,10
1,10
419,10
398,10
3761,10
198,10
3503,10
3806,10
6,10
4199,10
2286,10
4198,10
4076,10
4181,10
4182,10
4183,10
4184,10
4185,10
4186,10
4187,10
4189,10
4197,10
4190,10
4191,10
4192,10
4193,10
4194,10
4195,10
4196,10
4144,10
4188,10
1826,10
4107,10
4090,10
4091,10
4066,10
4067,10
4068,10
4069,10
4070,10
4071,10
4072,10
4073,10
4074,10
1329,10
4078,10
4092,10
4075,10
4093,10
4094,10
4095,10
4096,10
4097,10
4098,10
4099,10
4100,10
4056,10
4101,10
4102,10
4103,10
4104,10
4105,10
4065,10
4064,10
1863,10
4059,10
4054,10
4053,10
4057,10
4052,10
4050,10
1571,10
4058,10
4049,10
4048,10
4047,10
4079,10
4080,10
4081,10
4082,10
4089,10
1859,10
4060,10
4083,10
1860,10
4061,10
4084,10
4062,10
4085,10
4086,10
4063,10
4087,10
4088,10
1387,10
4106,10
4055,10
4108,10
4131,10
4119,10
4120,10
4121,10
4124,10
4125,10
2066,10
4126,10
4127,10
4128,10
4129,10
4130,10
3977,10
4117,10
4132,10
4133,10
4134,10
4135,10
4136,10
4137,10
4138,10
4139,10
4140,10
4141,10
4142,10
4118,10
4123,10
4116,10
4111,10
4113,10
4115,10
4112,10
4114,10
4110,10
4109,10
2254,9
4051,9
5,9
3287,9
383,9
51,9
2284,9
4036,9
23,9
29,9
3743,9
440,9
4002,9
395,9
450,9
2465,9
3899,9
36,9
39,9
793,9
3893,9
3729,9
1328,9
3627,9
3327,8
3591,8
3330,8
3582,8
3310,8
3326,8
3325,8
3324,8
3331,8
3323,8
3322,8
254,8
3321,8
136,8
3309,8
3319,8
3316,8
3320,8
3315,8
3318,8
3314,8
3300,8
3301,8
3302,8
3453,8
3307,8
3317,8
3303,8
3304,8
3329,8
3730,8
3305,8
3306,8
3328,8
2241,8
3313,8
1033,8
654,8
304,8
4207,8
720,8
763,8
764,8
4481,8
1331,8
2291,8
4763,8
1035,8
1034,8
4764,8
1032,8
1433,8
4149,8
387,8
2243,8
618,8
2071,8
3988,7
3311,7
672,7
4611,7
1330,7
4503,7
138,7
1386,7
762,7
212,7
1059,7
2072,7
2255,6
3285,6
797,6
37,6
3308,6
756,6
128,6
246,6
140,6
4209,6
243,6
2591,6
1604,5
43,5
197,5
47,5
4210,5
22,5
53,5
4122,5
41,5
3332,5
3312,5
663,5
9,4
54,4
3987,4
337,4
26,4
1361,4
2285,4
141,4
251,4
673,4
1827,4
4208,4
52,3
56,3
1850,3
4612,3
3333,3
10,2
8,2
2100,2
45,2
40,2
3008,2
2294,2
133,2
2295,2
678,2
1927,2
49,2
65,2
428,1
676,1
677,1
1928,1
1929,1
142,1
38,1
50,1
4217,1
4211,1
4216,1
3334,1
798,1
4215,1
4214,1
453,1
4213,1
4212,1
3335,1
