,mode,N,sig2e,sig2b0,sig2b1,q0,spatial_embed_out_dim,experiment,exp_type,mse,sig2e_est,sig2b_est0,sig2b_est1,n_epochs,time
,spatial_embedded,100000,1,0.1,10,100,1000,0,lmm,1.077245984,1.103909373,0.115366064,,75,418.7857687
,spatial_embedded,100000,1,0.1,10,100,1000,0,ignore,1.339982085,,,,19,32.94830275
,spatial_embedded,100000,1,0.1,10,100,1000,0,embed,1.228631056,,,,22,56.8120575
,spatial_embedded,100000,1,0.1,10,100,1000,1,ohe,1.285259503,,,,28,48.99384928
,spatial_embedded,100000,1,0.1,10,100,1000,1,lmm,1.125480923,1.121828675,0.0846356,,38,216.7732816
,spatial_embedded,100000,1,0.1,10,100,1000,1,ignore,1.175676998,,,,50,84.12756658
,spatial_embedded,100000,1,0.1,10,100,1000,1,embed,1.194587092,,,,22,57.90338945
,spatial_embedded,100000,1,1,0.1,100,1000,0,ohe,1.238124419,,,,31,54.72950721
,spatial_embedded,100000,1,1,0.1,100,1000,0,lmm,1.099822638,1.129904985,0.072745137,,33,189.0398693
,spatial_embedded,100000,1,1,0.1,100,1000,0,ignore,1.57537754,,,,66,111.8947175
,spatial_embedded,100000,1,1,0.1,100,1000,0,embed,1.362447012,,,,25,65.56783295
,spatial_embedded,100000,1,1,0.1,100,1000,1,ohe,1.288711886,,,,19,32.90177464
,spatial_embedded,100000,1,1,0.1,100,1000,1,lmm,1.109313231,1.045059919,0.016567592,,94,525.5415258
,spatial_embedded,100000,1,1,0.1,100,1000,1,ignore,1.723531344,,,,57,94.9869225
,spatial_embedded,100000,1,1,0.1,100,1000,1,embed,1.238698568,,,,24,63.63779211
,spatial_embedded,100000,1,1,1,100,1000,0,ohe,1.22180214,,,,30,52.24135232
,spatial_embedded,100000,1,1,1,100,1000,0,lmm,1.068493951,1.117204905,0.015053987,,34,195.5318143
,spatial_embedded,100000,1,1,1,100,1000,0,ignore,1.459994517,,,,32,55.1886127
,spatial_embedded,100000,1,1,1,100,1000,0,embed,1.24615943,,,,25,65.88410282
,spatial_embedded,100000,1,1,1,100,1000,1,ohe,1.271324024,,,,33,58.12317467
,spatial_embedded,100000,1,1,1,100,1000,1,lmm,1.08369537,1.083895206,0.031787585,,51,296.952162
,spatial_embedded,100000,1,1,1,100,1000,1,ignore,1.431420056,,,,89,150.7058067
,spatial_embedded,100000,1,1,1,100,1000,1,embed,1.251789299,,,,30,80.73630357
,spatial_embedded,100000,1,1,10,100,1000,0,ohe,1.221195825,,,,35,62.33409977
,spatial_embedded,100000,1,1,10,100,1000,0,lmm,1.101977078,1.117016673,0.031546663,,44,248.9232779
,spatial_embedded,100000,1,1,10,100,1000,0,ignore,1.370155813,,,,18,31.57581878
,spatial_embedded,100000,1,1,10,100,1000,0,embed,1.251605817,,,,39,99.34282708
,spatial_embedded,100000,1,1,10,100,1000,1,ohe,1.22010349,,,,37,64.14422131
,spatial_embedded,100000,1,1,10,100,1000,1,lmm,1.156886108,1.17874372,0.060460649,,21,124.1607976
,spatial_embedded,100000,1,1,10,100,1000,1,ignore,1.303769461,,,,28,47.52778721
,spatial_embedded,100000,1,1,10,100,1000,1,embed,1.247783641,,,,23,60.74710536
,spatial_embedded,100000,1,0.1,0.1,1000,1000,0,ohe,1.251478355,,,,14,29.18410468
,spatial_embedded,100000,1,0.1,0.1,1000,1000,0,lmm,1.24633067,1.270773053,0.708511233,,24,140.3328946
,spatial_embedded,100000,1,0.1,0.1,1000,1000,0,ignore,1.311619851,,,,24,41.59606981
,spatial_embedded,100000,1,0.1,0.1,1000,1000,0,embed,1.264992609,,,,24,61.49705553
,spatial_embedded,100000,1,0.1,0.1,1000,1000,1,ohe,1.251230578,,,,15,31.70065331
,spatial_embedded,100000,1,0.1,0.1,1000,1000,1,lmm,1.194832673,1.241344571,0.610178113,,66,370.2159576
,spatial_embedded,100000,1,0.1,0.1,1000,1000,1,ignore,1.198841671,,,,59,99.46285915
,spatial_embedded,100000,1,0.1,0.1,1000,1000,1,embed,1.240167351,,,,19,49.4669745
,spatial_embedded,100000,1,0.1,1,1000,1000,0,ohe,1.304490069,,,,20,39.34757686
,spatial_embedded,100000,1,0.1,1,1000,1000,0,lmm,1.133870859,1.129834294,0.15055576,,54,305.4556992
,spatial_embedded,100000,1,0.1,1,1000,1000,0,ignore,1.272810187,,,,35,61.5702343
,spatial_embedded,100000,1,0.1,1,1000,1000,0,embed,1.3035479,,,,21,53.80896211
,spatial_embedded,100000,1,0.1,1,1000,1000,1,ohe,1.321147095,,,,18,36.65657234
,spatial_embedded,100000,1,0.1,1,1000,1000,1,lmm,1.144938517,1.150355339,0.071945116,,56,315.8014617
,spatial_embedded,100000,1,0.1,1,1000,1000,1,ignore,1.312122638,,,,19,33.13075209
,spatial_embedded,100000,1,0.1,1,1000,1000,1,embed,1.283133284,,,,20,52.31145406
,spatial_embedded,100000,1,0.1,10,1000,1000,0,ohe,1.30767907,,,,17,34.414608
,spatial_embedded,100000,1,0.1,10,1000,1000,0,lmm,1.090704719,1.110262752,0.040718365,,56,314.4656825
,spatial_embedded,100000,1,0.1,10,1000,1000,0,ignore,1.234819034,,,,54,91.5324676
,spatial_embedded,100000,1,0.1,10,1000,1000,0,embed,1.338660961,,,,17,44.87971568
,spatial_embedded,100000,1,0.1,10,1000,1000,1,ohe,1.331223569,,,,25,47.96805191
,spatial_embedded,100000,1,0.1,10,1000,1000,1,lmm,1.082579553,1.119069695,0.055028409,,56,315.520962
,spatial_embedded,100000,1,0.1,10,1000,1000,1,ignore,1.249805431,,,,28,47.54616785
,spatial_embedded,100000,1,0.1,10,1000,1000,1,embed,1.227515469,,,,18,49.80717659
,spatial_embedded,100000,1,1,0.1,1000,1000,0,ohe,1.357370562,,,,22,44.76502514
,spatial_embedded,100000,1,1,0.1,1000,1000,0,lmm,,,,,18,107.6584198
,spatial_embedded,100000,1,1,0.1,1000,1000,0,ignore,2.13288642,,,,28,47.77879167
,spatial_embedded,100000,1,1,0.1,1000,1000,0,embed,1.377725654,,,,31,81.90049648
,spatial_embedded,100000,1,1,0.1,1000,1000,1,ohe,1.34895409,,,,19,37.23175716
,spatial_embedded,100000,1,1,0.1,1000,1000,1,lmm,1.246686184,1.109237194,0.038792059,,77,429.2753859
,spatial_embedded,100000,1,1,0.1,1000,1000,1,ignore,2.060223018,,,,41,69.57714581
,spatial_embedded,100000,1,1,0.1,1000,1000,1,embed,1.359892167,,,,18,46.29894161
,spatial_embedded,100000,1,1,1,1000,1000,0,ohe,1.394533649,,,,17,34.46953249
,spatial_embedded,100000,1,1,1,1000,1000,0,lmm,1.136017671,0.979236662,0.010014108,,62,345.9086082
,spatial_embedded,100000,1,1,1,1000,1000,0,ignore,1.729368493,,,,50,84.16778946
,spatial_embedded,100000,1,1,1,1000,1000,0,embed,1.423004497,,,,21,56.93825126
,spatial_embedded,100000,1,1,1,1000,1000,1,ohe,1.400793896,,,,19,37.58289957
,spatial_embedded,100000,1,1,1,1000,1000,1,lmm,1.181640804,1.0447644,0.037643295,,43,242.6354258
,spatial_embedded,100000,1,1,1,1000,1000,1,ignore,1.623403161,,,,70,117.4570625
,spatial_embedded,100000,1,1,1,1000,1000,1,embed,1.29616319,,,,23,61.29067111
,spatial_embedded,100000,1,1,10,1000,1000,0,ohe,1.324458656,,,,17,34.8866744
,spatial_embedded,100000,1,1,10,1000,1000,0,lmm,1.11754766,1.148269773,0.017943148,,25,145.1107943
,spatial_embedded,100000,1,1,10,1000,1000,0,ignore,1.421552071,,,,22,37.98426604
,spatial_embedded,100000,1,1,10,1000,1000,0,embed,1.302333683,,,,19,52.16537547
,spatial_embedded,100000,1,1,10,1000,1000,1,ohe,1.336920412,,,,16,32.99481988
,spatial_embedded,100000,1,1,10,1000,1000,1,lmm,1.122102449,1.093805432,0.022849578,,52,291.1301606
,spatial_embedded,100000,1,1,10,1000,1000,1,ignore,1.306254535,,,,33,56.51515698
,spatial_embedded,100000,1,1,10,1000,1000,1,embed,1.365656232,,,,34,86.0377028
,spatial_embedded,100000,1,0.1,0.1,10000,1000,0,ohe,1.550338652,,,,12,88.59449816
,spatial_embedded,100000,1,0.1,0.1,10000,1000,0,lmm,1.204309468,1.237626553,0.541279972,,52,293.6475811
,spatial_embedded,100000,1,0.1,0.1,10000,1000,0,ignore,1.213330191,,,,65,107.7714486
,spatial_embedded,100000,1,0.1,0.1,10000,1000,0,embed,1.606189935,,,,15,41.66449046
,spatial_embedded,100000,1,0.1,0.1,10000,1000,1,ohe,1.559707847,,,,14,97.55934906
,spatial_embedded,100000,1,0.1,0.1,10000,1000,1,lmm,1.193090823,1.235150456,0.799705565,,37,212.9530561
,spatial_embedded,100000,1,0.1,0.1,10000,1000,1,ignore,1.246325848,,,,30,51.40163279
,spatial_embedded,100000,1,0.1,0.1,10000,1000,1,embed,1.639505541,,,,17,48.07253432
,spatial_embedded,100000,1,0.1,1,10000,1000,0,ohe,1.539435496,,,,12,89.43979144
,spatial_embedded,100000,1,0.1,1,10000,1000,0,lmm,1.278484954,1.271892667,0.471355617,,24,141.0003388
,spatial_embedded,100000,1,0.1,1,10000,1000,0,ignore,1.243372732,,,,53,89.85452771
,spatial_embedded,100000,1,0.1,1,10000,1000,0,embed,1.603011604,,,,15,41.00594139
,spatial_embedded,100000,1,0.1,1,10000,1000,1,ohe,1.582618509,,,,13,94.04161644
,spatial_embedded,100000,1,0.1,1,10000,1000,1,lmm,1.177249297,1.188413978,0.218020335,,42,239.3320169
,spatial_embedded,100000,1,0.1,1,10000,1000,1,ignore,1.200176257,,,,39,66.32155728
,spatial_embedded,100000,1,0.1,1,10000,1000,1,embed,1.665078553,,,,16,44.28344178
,spatial_embedded,100000,1,0.1,10,10000,1000,0,ohe,1.57994471,,,,12,87.54129148
,spatial_embedded,100000,1,0.1,10,10000,1000,0,lmm,1.073495021,1.122026682,0.061291296,,51,288.359756
,spatial_embedded,100000,1,0.1,10,10000,1000,0,ignore,1.278998096,,,,24,40.74475765
,spatial_embedded,100000,1,0.1,10,10000,1000,0,embed,1.664265748,,,,15,41.54454231
,spatial_embedded,100000,1,0.1,10,10000,1000,1,ohe,1.547175773,,,,14,95.59530902
,spatial_embedded,100000,1,0.1,10,10000,1000,1,lmm,1.125673524,1.132133603,0.131614357,,53,297.6348758
,spatial_embedded,100000,1,0.1,10,10000,1000,1,ignore,1.184054806,,,,76,128.9303734
,spatial_embedded,100000,1,0.1,10,10000,1000,1,embed,1.608446896,,,,15,42.98270154
,spatial_embedded,100000,1,1,0.1,10000,1000,0,ohe,1.703600964,,,,13,94.63050961
,spatial_embedded,100000,1,1,0.1,10000,1000,0,lmm,1.575360847,1.213811994,0.497065693,,86,478.8972545
,spatial_embedded,100000,1,1,0.1,10000,1000,0,ignore,2.200837566,,,,30,51.38419724
,spatial_embedded,100000,1,1,0.1,10000,1000,0,embed,1.718423426,,,,18,50.16705608
,spatial_embedded,100000,1,1,0.1,10000,1000,1,ohe,1.66799013,,,,15,102.7017782
,spatial_embedded,100000,1,1,0.1,10000,1000,1,lmm,1.69827218,1.662630677,0.414966077,,72,403.7018564
,spatial_embedded,100000,1,1,0.1,10000,1000,1,ignore,2.163568465,,,,26,45.58415532
,spatial_embedded,100000,1,1,0.1,10000,1000,1,embed,1.837352873,,,,21,57.58673239
,spatial_embedded,100000,1,1,1,10000,1000,0,ohe,1.647382399,,,,14,99.12584281
,spatial_embedded,100000,1,1,1,10000,1000,0,lmm,1.173601408,1.041168094,0.003448621,,50,281.5369952
,spatial_embedded,100000,1,1,1,10000,1000,0,ignore,1.896045031,,,,39,64.37450075
,spatial_embedded,100000,1,1,1,10000,1000,0,embed,1.703105394,,,,17,46.81158161
,spatial_embedded,100000,1,1,1,10000,1000,1,ohe,1.679988642,,,,15,99.8758533
,spatial_embedded,100000,1,1,1,10000,1000,1,lmm,1.178277797,1.001030564,0.002456445,,47,265.700227
,spatial_embedded,100000,1,1,1,10000,1000,1,ignore,1.732285496,,,,90,152.3293929
,spatial_embedded,100000,1,1,1,10000,1000,1,embed,1.675294997,,,,18,51.3525815
,spatial_embedded,100000,1,1,10,10000,1000,0,ohe,1.657340312,,,,13,92.37839699
,spatial_embedded,100000,1,1,10,10000,1000,0,lmm,1.127032837,1.159279943,0.039401349,,29,167.1802084
,spatial_embedded,100000,1,1,10,10000,1000,0,ignore,1.31953515,,,,27,46.16251588
,spatial_embedded,100000,1,1,10,10000,1000,0,embed,1.710281754,,,,20,56.95397878
,spatial_embedded,100000,1,1,10,10000,1000,1,ohe,1.636182094,,,,13,93.70269251
,spatial_embedded,100000,1,1,10,10000,1000,1,lmm,1.115179131,1.082640648,0.015444693,,55,310.0454857
,spatial_embedded,100000,1,1,10,10000,1000,1,ignore,1.305371569,,,,39,66.34982204
,spatial_embedded,100000,1,1,10,10000,1000,1,embed,1.69903773,,,,18,50.76155353
,spatial,100000,1,0.1,0.1,100,,0,lmm_known,1.105177356,1.128958702,0.116624825,3.161860228,56,321.1249635
,spatial,100000,1,0.1,0.1,100,,1,lmm_known,1.087814349,1.108820915,0.089800142,0.063958168,54,321.2380264
,spatial,100000,1,0.1,1,100,,0,lmm_known,1.106479422,1.143891454,0.115084447,0.67682445,31,187.5053141
,spatial,100000,1,0.1,1,100,,1,lmm_known,1.088365658,1.108877301,0.106028907,0.077558085,55,310.5868242
,spatial,100000,1,0.1,10,100,,0,lmm_known,1.115938602,1.135980844,0.147589281,2.532491207,44,252.3271093
,spatial,100000,1,0.1,10,100,,1,lmm_known,1.102958471,1.112543941,0.203292072,2.309118271,56,340.6809087
,spatial,100000,1,1,0.1,100,,0,lmm_known,1.081843218,1.095819831,0.881824851,0.006442518,64,366.7276537
,spatial,100000,1,1,0.1,100,,1,lmm_known,1.075217357,1.128304005,0.991544485,0.233823165,37,220.6732879
,spatial,100000,1,1,1,100,,0,lmm_known,1.073729484,1.127139449,0.91415596,1.809936047,40,233.4758785
,spatial,100000,1,1,1,100,,1,lmm_known,1.092699863,1.116497874,1.175689459,2.422358751,47,278.0422983
,spatial,100000,1,1,10,100,,0,lmm_known,1.119265944,1.111353159,0.573886216,2.222296476,37,224.5641427
,spatial,100000,1,1,10,100,,1,lmm_known,1.103029086,1.14090836,0.665508449,1.282334566,35,209.5653653
,spatial,100000,1,0.1,0.1,1000,,0,lmm_known,1.284235917,1.158674598,0.080434807,0.964889169,22,148.0353322
,spatial,100000,1,0.1,0.1,1000,,1,lmm_known,1.134189928,1.165069461,0.112738192,0.356402308,24,156.4757781
,spatial,100000,1,0.1,1,1000,,0,lmm_known,1.083126701,1.131136775,0.084174536,0.477062464,55,316.1166697
,spatial,100000,1,0.1,1,1000,,1,lmm_known,1.136730198,1.103820324,0.107806675,1.200554848,51,303.3469985
,spatial,100000,1,0.1,10,1000,,0,lmm_known,1.142503995,1.156617522,0.044717275,2.720086098,34,207.9292476
,spatial,100000,1,0.1,10,1000,,1,lmm_known,1.067648465,1.125992179,0.049810808,2.220425844,44,259.7565534
,spatial,100000,1,1,0.1,1000,,0,lmm_known,1.157353425,1.099216342,1.105136156,0.142323703,80,460.3005137
,spatial,100000,1,1,0.1,1000,,1,lmm_known,1.173487787,1.106022239,0.889560342,1.00E-05,75,417.4177246
,spatial,100000,1,1,1,1000,,0,lmm_known,1.129502351,1.124384403,1.033626199,1.167858958,55,324.3013098
,spatial,100000,1,1,1,1000,,1,lmm_known,1.141212355,1.140273213,1.038983703,1.360430717,37,222.6623468
,spatial,100000,1,1,10,1000,,0,lmm_known,1.095251967,1.129755259,1.223137259,8.093170166,44,267.3531554
,spatial,100000,1,1,10,1000,,1,lmm_known,1.067916678,1.084871292,1.100652456,7.414158821,62,380.192409
,spatial,100000,1,0.1,0.1,10000,,0,lmm_known,1.134326055,1.126475096,0.100579053,0.143271104,51,466.9889989
,spatial,100000,1,0.1,0.1,10000,,1,lmm_known,1.153754629,1.117447376,0.114570431,0.087133735,52,460.3517673
,spatial,100000,1,0.1,1,10000,,0,lmm_known,1.185295432,1.156438589,0.080389306,0.975053012,16,215.6727407
,spatial,100000,1,0.1,1,10000,,1,lmm_known,1.112580034,1.131198168,0.098001465,0.740926504,64,475.6059229
,spatial,100000,1,0.1,10,10000,,0,lmm_known,1.146558576,1.134939194,0.077814579,6.407549858,31,279.4476447
,spatial,100000,1,0.1,10,10000,,1,lmm_known,1.129237733,1.156633019,0.107340023,6.108228207,23,234.7078068
,spatial,100000,1,1,0.1,10000,,0,lmm_known,1.30313514,1.128057241,0.920797765,0.094225354,55,504.5846219
,spatial,100000,1,1,0.1,10000,,1,lmm_known,1.350420036,1.142987013,1.14043653,0.059091076,33,349.3947263
,spatial,100000,1,1,1,10000,,0,lmm_known,1.107078387,1.108825207,0.926884174,0.951464653,44,340.9330645
,spatial,100000,1,1,1,10000,,1,lmm_known,1.105594882,1.135167718,1.122594714,1.188976049,50,378.3959703
,spatial,100000,1,1,10,10000,,0,lmm_known,1.120492781,1.112750649,1.598834634,16.509552,52,384.3186414
,spatial,100000,1,1,10,10000,,1,lmm_known,1.094572521,1.113152981,1.047220349,9.546339035,89,566.4245412
,spatial,100000,1,0.1,0.1,100,,2,lmm_known,1.099128355,1.107982874,0.152254671,0.984905839,59,334.3867853
,spatial,100000,1,0.1,0.1,100,,3,lmm_known,1.146858134,1.10674727,0.137371629,1.340948701,49,293.9484429
,spatial,100000,1,0.1,0.1,100,,4,lmm_known,1.056782051,1.112736464,0.083633922,0.021414837,61,489.6534584
,spatial,100000,1,0.1,1,100,,2,lmm_known,1.091633906,1.122713685,0.079028204,0.672158957,27,166.466764
,spatial,100000,1,0.1,1,100,,3,lmm_known,1.160101176,1.123740435,0.134901375,2.979517698,55,308.3497796
,spatial,100000,1,0.1,1,100,,4,lmm_known,1.119375305,1.12825036,0.101099491,1.634855747,46,271.9534762
,spatial,100000,1,0.1,10,100,,2,lmm_known,1.095405896,1.12111342,0.082009993,0.655057132,36,231.2077043
,spatial,100000,1,0.1,10,100,,3,lmm_known,1.116966875,1.110174656,0.049191553,0.987465918,60,337.8940709
,spatial,100000,1,0.1,10,100,,4,lmm_known,1.062904692,1.123457551,0.133740485,4.562936783,59,330.8844669
,spatial,100000,1,1,0.1,100,,2,lmm_known,1.080689521,1.12953651,1.06205225,1.508331299,34,208.85004
,spatial,100000,1,1,0.1,100,,3,lmm_known,1.084251712,1.120568871,0.953904688,0.190415367,62,348.2621558
,spatial,100000,1,1,0.1,100,,4,lmm_known,1.078544859,1.102381945,1.046569347,0.066636398,57,325.010376
,spatial,100000,1,1,1,100,,2,lmm_known,1.074454998,1.118286848,0.78836441,1.135843515,29,185.0238068
,spatial,100000,1,1,1,100,,3,lmm_known,1.079531982,1.140215755,1.165348291,1.023971081,37,217.4636338
,spatial,100000,1,1,1,100,,4,lmm_known,1.109385789,1.123399258,0.930226207,1.569123626,53,299.2165499
,spatial,100000,1,1,10,100,,2,lmm_known,1.1328974,1.137318373,0.73519063,4.121174812,39,237.4370272
,spatial,100000,1,1,10,100,,3,lmm_known,1.121123874,1.113316774,0.819605827,2.5086689,44,262.8879731
,spatial,100000,1,1,10,100,,4,lmm_known,1.102668874,1.157682657,0.951188028,1.540999174,27,175.0040302
,spatial,100000,1,0.1,0.1,1000,,2,lmm_known,1.120693268,1.111076713,0.104774885,0.15473339,63,376.7646356
,spatial,100000,1,0.1,0.1,1000,,3,lmm_known,1.172571771,1.18787086,0.121477529,1.655342937,25,160.9485736
,spatial,100000,1,0.1,0.1,1000,,4,lmm_known,1.104908556,1.104142547,0.124964237,0.075555541,61,355.3979039
,spatial,100000,1,0.1,1,1000,,2,lmm_known,1.109231222,1.101705551,0.090304919,0.406331837,62,361.8563306
,spatial,100000,1,0.1,1,1000,,3,lmm_known,1.119575414,1.122094989,0.121233337,0.931254268,56,330.7941825
,spatial,100000,1,0.1,1,1000,,4,lmm_known,1.089970747,1.134225607,0.118989587,1.122101188,38,226.5245223
,spatial,100000,1,0.1,10,1000,,2,lmm_known,1.087943022,1.125400543,0.043692861,3.405610085,34,205.5313382
,spatial,100000,1,0.1,10,1000,,3,lmm_known,1.117915501,1.114944339,0.145316377,3.538109303,49,292.0634639
,spatial,100000,1,0.1,10,1000,,4,lmm_known,1.12778234,1.109640121,0.053175773,3.658282042,47,304.796994
,spatial,100000,1,1,0.1,1000,,2,lmm_known,1.173931167,1.09657824,0.982313275,0.100195542,42,263.4914856
,spatial,100000,1,1,0.1,1000,,3,lmm_known,1.191719823,1.093471527,1.188626409,0.006253227,42,402.9125283
,spatial,100000,1,1,0.1,1000,,4,lmm_known,1.178427375,1.118388295,0.962506354,0.11260023,50,296.5517466
,spatial,100000,1,1,1,1000,,2,lmm_known,1.121903799,1.122280121,0.988576114,1.243606329,41,241.8891454
,spatial,100000,1,1,1,1000,,3,lmm_known,1.137780657,1.120860457,0.832518995,0.808903813,32,196.8006818
,spatial,100000,1,1,1,1000,,4,lmm_known,1.124645732,1.119996786,1.172124863,0.989536643,45,262.166563
,spatial,100000,1,1,10,1000,,2,lmm_known,1.075480486,1.113479257,0.742190361,4.493590355,44,268.6685581
,spatial,100000,1,1,10,1000,,3,lmm_known,1.086402668,1.100285888,0.965422511,4.8492136,54,308.8830264
,spatial,100000,1,1,10,1000,,4,lmm_known,1.128077479,1.112555861,0.763897359,5.091420174,41,249.2437832
,spatial,100000,1,0.1,0.1,10000,,2,lmm_known,1.189566503,1.120693088,0.098389722,0.140430957,46,430.2782955
,spatial,100000,1,0.1,0.1,10000,,3,lmm_known,1.262021199,1.170321822,0.115878291,0.062983103,21,293.6496789
,spatial,100000,1,0.1,0.1,10000,,4,lmm_known,1.200021123,1.167144537,0.091173649,0.158023939,22,320.0641546
,spatial,100000,1,0.1,1,10000,,2,lmm_known,1.10003745,1.124285817,0.077385098,1.327729821,49,398.803266
,spatial,100000,1,0.1,1,10000,,3,lmm_known,1.081733222,1.110424519,0.114615247,1.041279316,77,522.9839356
,spatial,100000,1,0.1,1,10000,,4,lmm_known,1.117541137,1.107205391,0.10172075,1.170006037,68,475.5398607
,spatial,100000,1,0.1,10,10000,,2,lmm_known,1.115132979,1.128754139,0.123255834,6.013071537,33,285.4234183
,spatial,100000,1,0.1,10,10000,,3,lmm_known,1.105155479,1.116655111,0.083617873,7.963312626,65,457.6599174
,spatial,100000,1,0.1,10,10000,,4,lmm_known,1.101260495,1.126950622,0.107096493,4.07471323,58,418.0518591
,spatial,100000,1,1,0.1,10000,,2,lmm_known,1.302504454,1.103384495,0.938853443,0.118054815,62,519.2209268
,spatial,100000,1,1,0.1,10000,,3,lmm_known,1.294909237,1.109222531,0.958418548,0.084456548,62,537.8533545
,spatial,100000,1,1,0.1,10000,,4,lmm_known,1.308714834,1.159223557,1.016656756,0.1480207,19,287.3786068
,spatial,100000,1,1,1,10000,,2,lmm_known,1.154704112,1.118507266,0.936687291,1.116590858,67,460.5245874
,spatial,100000,1,1,1,10000,,3,lmm_known,1.10987934,1.125985503,0.735342205,0.71715486,45,352.855118
,spatial,100000,1,1,1,10000,,4,lmm_known,1.118787227,1.139742255,1.212461114,0.933534563,35,299.1720829
,spatial,100000,1,1,10,10000,,2,lmm_known,1.132531809,1.128811717,1.195865035,15.06403828,48,362.512017
,spatial,100000,1,1,10,10000,,3,lmm_known,1.079635293,1.117871642,0.570446849,6.42552042,73,493.4608068
,spatial,100000,1,1,10,10000,,4,lmm_known,1.149989702,1.127718806,1.992883921,8.871433258,39,318.76478
